features,label
"[-469.4966125488281, 84.75105285644531, -1.7122865915298462, 14.987064361572266, -3.6907005310058594, -0.6039982438087463, -8.234919548034668, -12.158442497253418, -21.70051383972168, -6.532620906829834, -10.87357234954834, -9.301641464233398, 4.171911716461182, -7.009866237640381, -10.025243759155273, 3.7785427570343018, -11.235822677612305, -8.692634582519531, -7.76895809173584, -3.7337985038757324, -9.413548469543457, -2.771915912628174, -9.367127418518066, -1.414427399635315, -7.669213771820068, 2.3202905654907227, -4.964656352996826, -0.3963809907436371, -2.2153286933898926, 1.065285563468933, 5.497530937194824, 3.940904378890991, 4.25751256942749, -4.517206192016602, -5.5585432052612305, -6.7077412605285645, 4.7738847732543945, 11.39822006225586, 18.933229446411133, 22.261465072631836]",calm
"[-513.6385498046875, 71.66780090332031, -3.523214101791382, 12.761903762817383, -4.818172931671143, 3.8209006786346436, -17.756572723388672, -7.7676215171813965, -22.619070053100586, -4.514358043670654, 1.0527637004852295, -9.078731536865234, -8.876382827758789, -3.3239963054656982, 2.7485427856445312, -5.478851318359375, -7.2134222984313965, 0.040903180837631226, -0.9060550928115845, -10.712803840637207, -4.498302459716797, -0.6178392767906189, -13.385832786560059, -2.9384219646453857, -2.937016248703003, -7.582075595855713, -3.147702693939209, 1.8229649066925049, -5.1168599128723145, 1.7648224830627441, 1.4158552885055542, 3.9399564266204834, 3.0891551971435547, 2.336148977279663, -2.8717899322509766, -1.3367640972137451, -6.195083141326904, 6.328647136688232, 12.195425033569336, 20.4527530670166]",calm
"[-523.049072265625, 11.277374267578125, -22.261489868164062, -6.3605804443359375, -23.833274841308594, -30.804824829101562, -9.94337272644043, -29.665748596191406, -17.642169952392578, -4.413664817810059, -19.65343475341797, -4.802762508392334, -14.884531021118164, -0.7601839303970337, -9.086609840393066, -5.413601875305176, 9.128169059753418, 5.7114386558532715, 13.414168357849121, 25.290985107421875, 21.83202362060547, 19.826581954956055, 3.837836503982544, -3.5019915103912354, -7.928347587585449, 1.579671025276184, 3.1631836891174316, -1.0209717750549316, -8.885815620422363, -2.438570976257324, 2.7103068828582764, 9.064655303955078, -3.7413063049316406, -9.66755199432373, -5.982700347900391, -1.8968449831008911, -2.6837871074676514, -1.254300594329834, 4.595088005065918, 11.471870422363281]",calm
"[-430.1980285644531, 91.689697265625, -14.464648246765137, 6.5910797119140625, 2.8911962509155273, -11.887943267822266, -16.508119583129883, -8.421856880187988, -31.03085708618164, -14.82102108001709, 6.046584129333496, -12.390300750732422, -6.371461391448975, -4.9268975257873535, -6.239577293395996, -5.949773788452148, -11.820951461791992, -7.0126800537109375, -5.1996612548828125, -9.853010177612305, -6.816874980926514, -10.11915397644043, -6.047115325927734, -14.860441207885742, -5.110769748687744, -9.529501914978027, -7.40200138092041, -3.1924543380737305, -5.968037128448486, 8.687914848327637, 1.029038667678833, 2.3032877445220947, 0.8783743977546692, -6.26973295211792, -11.034749984741211, -3.040982723236084, 0.9768236875534058, 13.321494102478027, 15.216468811035156, 22.18901252746582]",calm
"[-445.40545654296875, 21.669227600097656, -14.726508140563965, -8.438995361328125, -17.67923927307129, -17.089412689208984, -16.339860916137695, -20.98333168029785, -28.2288818359375, -2.898768663406372, -11.796396255493164, -17.824655532836914, -9.61577033996582, -5.291121482849121, 4.0085835456848145, -6.7450103759765625, 5.891020774841309, 8.471319198608398, 6.5915093421936035, 24.51212501525879, 19.324729919433594, 17.130273818969727, 6.844808101654053, -3.1576383113861084, -14.84809398651123, 1.3331749439239502, 3.7523632049560547, 2.643786668777466, -11.824859619140625, 1.437915563583374, 3.9436185359954834, 9.825124740600586, -5.119707107543945, -7.817994594573975, -8.879347801208496, 2.1152727603912354, -3.2417545318603516, 1.3122849464416504, 4.592904090881348, 11.093058586120605]",calm
"[-465.67694091796875, 82.03726196289062, -28.733264923095703, 11.462066650390625, 18.598115921020508, -14.655461311340332, -8.733448028564453, -12.681645393371582, -16.223974227905273, -8.946714401245117, 4.869796276092529, -8.1890869140625, -0.1945147067308426, -4.868651866912842, -3.6347711086273193, 3.6704540252685547, -14.295024871826172, -1.9440380334854126, -7.440768718719482, -6.090713977813721, -8.830466270446777, -2.373572587966919, -6.322488307952881, -4.475249767303467, -6.351999282836914, -1.8274459838867188, -10.1231107711792, -2.133836030960083, -2.470526695251465, 2.2607040405273438, 4.160419464111328, 7.022271633148193, -0.28171926736831665, -3.489408493041992, -9.264519691467285, -5.448611259460449, 4.02492094039917, 17.392353057861328, 20.711795806884766, 24.442195892333984]",calm
"[-502.2710266113281, 23.47124671936035, -16.754505157470703, -7.3677287101745605, -28.661272048950195, -17.818561553955078, -16.16474151611328, -19.16661262512207, -16.40288734436035, -10.83426570892334, -9.837981224060059, -4.823792457580566, -14.875894546508789, 5.437587261199951, 2.5213279724121094, -0.9312350749969482, 8.155747413635254, 6.841729164123535, 10.178449630737305, 18.268470764160156, 17.484664916992188, 8.28940200805664, 4.628313064575195, -3.9140167236328125, -10.682719230651855, 0.8986683487892151, -0.9735336303710938, -3.1165850162506104, -10.658285140991211, -2.8501930236816406, 2.149359941482544, 4.81277322769165, -5.748875141143799, -6.102389812469482, -6.896512508392334, -0.6070000529289246, -2.0622713565826416, 1.8312898874282837, 6.092104911804199, 9.865689277648926]",calm
"[-474.8270568847656, 76.842041015625, -16.231382369995117, 15.778258323669434, -3.827023506164551, -6.259664535522461, -19.827171325683594, -9.297348976135254, -29.162498474121094, -10.222564697265625, 1.534271001815796, -11.039010047912598, -6.682121276855469, -13.13497257232666, -4.553716659545898, -3.1393892765045166, -14.155072212219238, -6.659299373626709, -5.622862815856934, -10.84736442565918, -15.855053901672363, -6.103679180145264, -12.532549858093262, -9.186697959899902, -3.829153060913086, -8.104689598083496, -11.462028503417969, -2.6216373443603516, -8.937868118286133, 0.7258306741714478, 0.980465829372406, 1.502433180809021, 0.7998150587081909, -6.4384307861328125, -9.130983352661133, -6.386225700378418, -0.7027684450149536, 7.854043483734131, 12.674457550048828, 18.091121673583984]",calm
"[-488.4618835449219, 35.06592559814453, -30.474807739257812, 0.9088749885559082, -28.023038864135742, -11.02332592010498, -10.1046724319458, -24.93634033203125, -7.582250118255615, -10.1406888961792, -14.444005012512207, -15.090773582458496, -16.191450119018555, 4.341641426086426, -9.005274772644043, 1.154394507408142, -2.5091395378112793, 1.5907841920852661, 4.765021324157715, 15.372771263122559, 15.525452613830566, 19.16249656677246, 10.765666961669922, -10.038525581359863, -9.007811546325684, -4.615179538726807, 0.656141996383667, 5.942019462585449, -7.4313435554504395, -7.606074333190918, 2.1043338775634766, 11.33887004852295, 3.594625473022461, -5.321308135986328, -7.401805877685547, -2.786722421646118, -5.134182929992676, -1.9682762622833252, 1.919940710067749, 11.058591842651367]",calm
"[-465.00823974609375, 65.11360168457031, -4.451230525970459, 14.663252830505371, -2.1251449584960938, 0.1065899208188057, -25.600183486938477, -5.54993200302124, -13.283031463623047, -14.996932983398438, 9.128911018371582, -14.789790153503418, -4.864017963409424, 0.593919575214386, -8.497711181640625, -3.6658902168273926, -7.196703910827637, -5.351415157318115, -2.6713712215423584, -8.45645809173584, -5.365303993225098, -1.000124216079712, -10.742931365966797, -3.955955982208252, -3.472661018371582, -3.1178035736083984, -4.640031337738037, -2.8545427322387695, -1.418358325958252, -0.9856615662574768, 4.7059454917907715, 6.590025901794434, 2.6238701343536377, 5.1212263107299805, -4.687251091003418, -5.582360744476318, -5.24163818359375, 7.9476470947265625, 14.501334190368652, 22.12319564819336]",calm
"[-443.3614807128906, 35.92510223388672, -39.82438278198242, 7.982994556427002, -28.81072425842285, -24.059839248657227, -11.536916732788086, -37.87240982055664, -9.196219444274902, -10.5983247756958, -15.53915786743164, -16.45337677001953, -14.975791931152344, -0.8137664198875427, -19.066465377807617, 2.1020901203155518, -6.695739269256592, 2.0571489334106445, 7.461879253387451, 19.59619903564453, 20.123918533325195, 25.62836456298828, 6.3325090408325195, -6.431675434112549, -16.099721908569336, -0.6959108710289001, 3.605494499206543, 3.243220090866089, -10.637948989868164, -11.846612930297852, 3.9691388607025146, 13.337287902832031, -0.34123310446739197, -12.04465389251709, -9.537574768066406, -4.51831579208374, -2.778566598892212, -1.5721741914749146, 4.113189697265625, 12.157983779907227]",calm
"[-567.3609008789062, 84.16512298583984, 0.06841172277927399, 23.11675262451172, 5.189192295074463, -7.594202041625977, -17.593036651611328, -8.686540603637695, -16.42333984375, 2.446709156036377, -1.6542344093322754, -12.008482933044434, -2.759394645690918, -5.109467506408691, -13.842037200927734, -0.876697301864624, -17.26434326171875, -1.9407334327697754, -4.301136493682861, -11.064377784729004, -5.894460678100586, -4.7992448806762695, -12.286389350891113, -2.485762357711792, -3.977801561355591, -5.479672431945801, -2.1941452026367188, -2.0760114192962646, -2.653134346008301, 4.713080883026123, 4.791489124298096, 11.881285667419434, 5.950985908508301, 5.206935882568359, -1.6445955038070679, -0.4814677834510803, -4.38845157623291, 8.758849143981934, 10.138014793395996, 16.768325805664062]",calm
"[-576.3506469726562, 39.80664825439453, -19.93638801574707, -1.8349648714065552, -13.400948524475098, -23.658893585205078, -7.16074275970459, -26.17815589904785, -12.85365104675293, -0.05810758098959923, -15.658888816833496, -13.42848014831543, -15.875519752502441, -2.3531200885772705, -13.769556045532227, -6.444920063018799, 0.8021488785743713, -1.2921607494354248, 5.789233207702637, 13.289563179016113, 17.464284896850586, 16.538372039794922, 9.27828598022461, -5.494397163391113, -16.218494415283203, -3.3307268619537354, -0.02117198146879673, 1.661515235900879, -9.910058975219727, -6.815619468688965, 2.0009844303131104, 18.56501579284668, 3.0990569591522217, -3.1242501735687256, -6.655824184417725, 0.9054200053215027, -3.332486629486084, 1.2762665748596191, 9.831785202026367, 18.646984100341797]",calm
"[-580.6904907226562, 70.77950286865234, 1.4554260969161987, 26.225852966308594, -2.529012441635132, -23.09257698059082, -15.495256423950195, -13.728819847106934, -9.96762752532959, -7.60566520690918, -8.533182144165039, -7.338634490966797, -5.456695556640625, -12.912520408630371, -1.972963571548462, -8.902676582336426, -16.170066833496094, 1.6469656229019165, -12.96478271484375, -7.109426975250244, -9.321318626403809, -4.162120342254639, -10.407084465026855, -7.264130115509033, -3.9141194820404053, -4.638967514038086, -7.1566853523254395, -2.7198355197906494, -6.451148986816406, -1.4425863027572632, 4.6260247230529785, 12.51311206817627, 7.209957122802734, 7.420121192932129, -4.37912130355835, -4.369935035705566, -4.356999397277832, 10.949427604675293, 19.674196243286133, 23.93931007385254]",calm
"[-508.4825134277344, 34.89846420288086, -23.534982681274414, 0.36603957414627075, -15.090120315551758, -22.43564796447754, 3.961014986038208, -29.692258834838867, -7.316683292388916, -6.815277576446533, -13.13007640838623, -6.2018723487854, -7.694574356079102, -3.661137104034424, -0.6685660481452942, 3.575834035873413, 8.027214050292969, 12.066394805908203, 20.77057647705078, 31.632219314575195, 21.564353942871094, 24.38916778564453, 6.664889335632324, -0.45016738772392273, -1.839348316192627, 5.652079105377197, 7.734130382537842, 2.918949842453003, -8.336392402648926, -3.5311050415039062, 6.375726699829102, 12.466362953186035, -0.919962465763092, -6.180339336395264, -0.7013980746269226, 3.677412986755371, -0.5738498568534851, 2.45011830329895, 8.59653377532959, 16.778308868408203]",calm
"[-502.32171630859375, 73.46075439453125, -21.816503524780273, 22.65532112121582, -2.4198474884033203, -14.722795486450195, -23.45459747314453, -8.070164680480957, -15.6688871383667, -8.989883422851562, -14.767987251281738, -13.107074737548828, 2.7012991905212402, -8.704156875610352, -15.115569114685059, -0.08404707908630371, -5.610270977020264, -10.581777572631836, -9.069914817810059, 3.143472909927368, -14.472188949584961, -7.631545066833496, -7.919560432434082, -2.7351877689361572, -8.492341041564941, -3.013056516647339, -8.374608039855957, -4.035772323608398, -5.135042190551758, -0.7766216397285461, 2.1789016723632812, 5.276817321777344, -1.7003368139266968, -4.889575004577637, -1.5492284297943115, -1.8160704374313354, 0.967345654964447, 13.356691360473633, 15.53059196472168, 20.516443252563477]",calm
"[-391.9324645996094, 32.2354850769043, -21.556081771850586, 3.7377445697784424, -9.560785293579102, -27.843544006347656, -15.352945327758789, -32.09538650512695, -22.228294372558594, -3.8882954120635986, -16.13709831237793, -17.22830581665039, -7.918338775634766, -2.534437894821167, 0.24191226065158844, -2.7717254161834717, 1.0760284662246704, 9.698953628540039, 9.519868850708008, 14.547828674316406, 18.392881393432617, 22.843873977661133, 0.6213515996932983, -0.3209930658340454, -10.549651145935059, -1.279129981994629, 3.4296202659606934, 3.318336248397827, -10.9553861618042, -4.801646709442139, 4.773921966552734, 9.124465942382812, -1.7448941469192505, -5.870826244354248, -9.449421882629395, 0.810422420501709, -3.5376882553100586, 0.548761248588562, 4.525163173675537, 11.493387222290039]",calm
"[-511.53582763671875, 75.31551361083984, 8.199139595031738, 6.776252269744873, -8.24876594543457, -1.5077890157699585, -6.787200450897217, -5.365940570831299, -15.433859825134277, -12.77819538116455, 0.5570302605628967, -9.060011863708496, -7.2468976974487305, -9.005241394042969, -0.018289653584361076, -4.652177810668945, -11.87451457977295, -3.5834403038024902, -8.092265129089355, -6.411097526550293, -11.465940475463867, -2.6233444213867188, -10.478584289550781, -5.902854919433594, -7.885695457458496, -2.0068373680114746, -13.057117462158203, -1.601667881011963, -5.74563455581665, 0.6458845734596252, 4.967365741729736, 4.611178398132324, 2.676852226257324, -1.3215632438659668, -11.900154113769531, -6.071535110473633, -2.956350088119507, 9.582084655761719, 17.479379653930664, 25.04991340637207]",calm
"[-500.84002685546875, 34.01280975341797, -31.655420303344727, -5.557353973388672, -18.3649845123291, -26.064027786254883, -12.25931453704834, -30.86979866027832, -25.291906356811523, -4.631111145019531, -19.029645919799805, -6.356084823608398, -18.86602783203125, -3.537740707397461, -2.9971914291381836, -11.474696159362793, 1.1055988073349, 5.9889678955078125, 2.151880979537964, 15.665468215942383, 18.992799758911133, 18.458538055419922, 7.4456634521484375, -1.7973331212997437, -10.436885833740234, -0.0900951698422432, 2.4728994369506836, 5.920470714569092, -9.112786293029785, -2.6866507530212402, 2.0364232063293457, 10.900010108947754, -1.2850695848464966, -8.005650520324707, -8.511472702026367, -1.3941248655319214, -3.7072060108184814, -1.50477135181427, 3.188086986541748, 8.730563163757324]",calm
"[-544.1878662109375, 77.75948333740234, -11.187280654907227, 14.646084785461426, -2.180445909500122, -4.988924503326416, -26.77959442138672, -8.57453441619873, -21.953516006469727, -6.995132923126221, 4.1473846435546875, -15.066537857055664, 3.462064743041992, -6.1220479011535645, -5.521780967712402, -0.11652151495218277, -12.424362182617188, -7.855542182922363, 2.795379638671875, -10.430325508117676, -10.464428901672363, 1.6332615613937378, -11.28275203704834, -7.329481601715088, -1.9937589168548584, -5.459220886230469, -6.009456157684326, -0.329010933637619, -3.5547711849212646, 0.18239091336727142, 2.137481451034546, 5.426060676574707, 2.1749470233917236, 4.426509857177734, -4.654789924621582, 0.1555854231119156, -4.289010047912598, 7.381964683532715, 13.845064163208008, 20.91858673095703]",calm
"[-572.136962890625, 35.967411041259766, -12.473249435424805, -0.7787675261497498, -19.659086227416992, -17.7017879486084, -6.4942731857299805, -25.727705001831055, -6.602680683135986, -10.280412673950195, -9.602869033813477, -12.992095947265625, -7.97557258605957, 0.584187924861908, -7.909724235534668, 0.5861949324607849, -0.23924455046653748, 7.410334587097168, 7.197000026702881, 17.62643051147461, 13.589231491088867, 17.398788452148438, 3.998323917388916, -4.625374794006348, -8.535186767578125, -0.9158816337585449, -0.8120415210723877, -1.568052053451538, -11.465254783630371, -8.127740859985352, 0.1034911498427391, 6.9910173416137695, -5.6218581199646, -7.075429916381836, -7.787719249725342, -1.1950582265853882, -5.262414455413818, 1.353296160697937, 4.569814682006836, 12.123043060302734]",calm
"[-507.84014892578125, 78.46377563476562, -3.4490225315093994, 23.774200439453125, -2.3505361080169678, -7.970730304718018, -2.873504400253296, -2.942647695541382, -14.060452461242676, -1.4501286745071411, -8.081232070922852, 0.846251904964447, -10.33162784576416, -7.584917068481445, 1.7203108072280884, -6.088994026184082, -4.953762531280518, -0.10446569323539734, -6.980408668518066, -4.9739484786987305, -9.965044975280762, -2.737886905670166, -11.400154113769531, -3.108623504638672, -3.840514898300171, -4.4542765617370605, -5.964620113372803, -1.6225430965423584, -4.35465145111084, -0.9424959421157837, 5.91169548034668, 6.030104637145996, 5.398359775543213, 1.2634713649749756, -2.6725029945373535, -2.430345058441162, -3.6772406101226807, 7.1290602684021, 10.840845108032227, 15.262842178344727]",calm
"[-530.640625, 32.282718658447266, -5.073896408081055, 3.7042949199676514, -9.992940902709961, -22.438159942626953, -23.25201988220215, -13.654895782470703, -12.556926727294922, -2.4803671836853027, -21.271739959716797, -9.635899543762207, -2.40461802482605, -8.91650390625, -2.9147632122039795, 2.3673667907714844, 3.2554006576538086, 10.996112823486328, 11.498682022094727, 17.871206283569336, 14.891236305236816, 11.279279708862305, 4.421209812164307, -7.539828300476074, -8.195627212524414, -1.12587571144104, -3.4704270362854004, -1.9965919256210327, -9.956124305725098, -6.8953537940979, -0.4458475112915039, 5.213340759277344, -7.8920183181762695, -7.955451965332031, -7.924075126647949, 0.6014319658279419, -2.2499051094055176, 1.502436637878418, 6.984890460968018, 10.662481307983398]",calm
"[-507.5694580078125, 81.38358306884766, 4.160810947418213, 23.13688087463379, 2.800325870513916, -0.07737309485673904, -1.959364652633667, -10.129351615905762, -26.906661987304688, -4.28680944442749, -9.235248565673828, -10.02486801147461, 6.139438152313232, -8.326695442199707, -11.09061050415039, -2.719660758972168, -12.029812812805176, -9.987930297851562, -7.2389445304870605, -4.451055526733398, -9.91144847869873, -0.6070125699043274, -11.069911003112793, -4.634720325469971, -7.0160088539123535, 0.7788518667221069, -6.111177921295166, -1.3341933488845825, -5.412178993225098, 1.0926198959350586, 2.5102767944335938, 3.7287065982818604, 4.689030170440674, -2.1807022094726562, -4.659863471984863, -5.7095489501953125, 2.4532723426818848, 8.489375114440918, 19.284683227539062, 23.44830894470215]",calm
"[-493.18048095703125, 72.74506378173828, -9.976922035217285, 19.3780574798584, -3.8933022022247314, 1.8991899490356445, -16.949052810668945, -7.464669704437256, -22.333703994750977, -7.8503265380859375, 2.588106155395508, -13.41734504699707, -8.544536590576172, -6.765308380126953, 0.48662787675857544, -5.296634674072266, -8.314850807189941, -1.0632500648498535, 0.4809061586856842, -10.753028869628906, -8.305566787719727, 0.9588647484779358, -12.847417831420898, -5.286275386810303, -3.7153732776641846, -8.506331443786621, -5.39350700378418, -0.5033315420150757, -4.777717590332031, 0.5331469178199768, 2.2632644176483154, 2.682868480682373, 3.5935497283935547, 0.8229454755783081, -1.8558018207550049, -3.711961507797241, -4.549689769744873, 8.059327125549316, 14.45114517211914, 22.718881607055664]",calm
"[-524.6251220703125, 6.211252212524414, -21.924482345581055, -6.45767068862915, -22.9804630279541, -29.577146530151367, -15.348464012145996, -26.852828979492188, -17.42989730834961, -7.909774303436279, -20.777189254760742, -6.9244160652160645, -17.700471878051758, -0.3216802775859833, -14.790416717529297, -3.8394336700439453, 5.679388523101807, 4.511663913726807, 12.31950855255127, 20.75201416015625, 23.016830444335938, 16.688011169433594, 1.9481409788131714, -4.056098937988281, -11.572908401489258, 2.1142044067382812, -0.08410374820232391, -0.6358135938644409, -10.467305183410645, -6.78192663192749, 3.908566474914551, 7.949124813079834, -5.065225124359131, -10.3364896774292, -8.81755542755127, -0.05835101753473282, -3.683164119720459, -0.4699864387512207, 6.401317596435547, 11.4539213180542]",calm
"[-430.5592041015625, 90.74888610839844, -16.388151168823242, 7.683216571807861, 1.8045122623443604, -13.476532936096191, -13.658743858337402, -7.3754353523254395, -33.85769271850586, -16.72510528564453, 5.07901668548584, -16.319007873535156, -6.463857173919678, -4.658951282501221, -5.1509199142456055, -6.729287147521973, -12.394612312316895, -8.7018461227417, -8.14512825012207, -11.10808277130127, -8.5719575881958, -9.913543701171875, -6.550976753234863, -15.612207412719727, -4.979669570922852, -9.826727867126465, -8.642888069152832, -2.701678514480591, -6.87158203125, 8.021820068359375, -0.20387056469917297, 3.801567792892456, -0.823732316493988, -6.826803684234619, -10.112274169921875, -3.451035261154175, 2.599989175796509, 15.271807670593262, 19.177791595458984, 25.910751342773438]",calm
"[-430.6874694824219, 14.247893333435059, -19.26861572265625, -9.1510648727417, -14.759182929992676, -17.727088928222656, -17.019786834716797, -20.648515701293945, -34.0000114440918, 0.04924944415688515, -13.106827735900879, -18.744924545288086, -9.554144859313965, -4.3076491355896, 4.2599310874938965, -3.8668394088745117, 1.8201229572296143, 17.153154373168945, 6.340518951416016, 21.778533935546875, 19.468791961669922, 16.19219970703125, 3.819992780685425, -3.447646141052246, -16.561182022094727, 2.3402273654937744, 5.94376802444458, 0.4342312812805176, -10.545114517211914, -0.2311905473470688, 7.180347442626953, 12.092850685119629, -7.373039245605469, -9.467705726623535, -5.4595947265625, -0.6514161229133606, -1.7749489545822144, 0.867736279964447, 5.900730133056641, 10.004342079162598]",calm
"[-469.82421875, 73.3338623046875, -23.43739128112793, 7.668201446533203, 13.3234224319458, -7.92312479019165, -12.61241626739502, -7.34278678894043, -18.787811279296875, -5.495457172393799, -1.1701231002807617, -3.578070640563965, -5.147041320800781, -6.116204261779785, -1.7663954496383667, 3.6799466609954834, -13.850417137145996, -1.46226966381073, -8.122050285339355, -6.51161527633667, -9.808089256286621, -3.3301796913146973, -8.671875953674316, -2.7748336791992188, -6.546024322509766, -0.8369325995445251, -11.202216148376465, -0.22668886184692383, -2.4689369201660156, 4.350727558135986, 1.5050971508026123, 5.164569854736328, -2.698744535446167, -4.631229877471924, -7.357553482055664, -2.97452712059021, 8.23377799987793, 19.61811065673828, 19.697467803955078, 23.41902732849121]",calm
"[-512.5169677734375, 32.53580856323242, -25.740110397338867, -7.919553756713867, -27.112747192382812, -23.254526138305664, -21.563228607177734, -18.107084274291992, -19.734630584716797, -8.53126335144043, -11.799535751342773, -4.0936431884765625, -17.087495803833008, 5.698238372802734, 1.688144326210022, -7.762807369232178, 8.85718822479248, 7.574292182922363, 10.611546516418457, 21.47542381286621, 17.930089950561523, 10.760717391967773, 4.624630451202393, -6.709699630737305, -8.327284812927246, 0.1549043506383896, -1.2051782608032227, -3.4887619018554688, -9.863799095153809, -1.7587989568710327, 2.5041966438293457, 4.071689128875732, -2.897878885269165, -6.287445545196533, -6.658980846405029, -1.3532992601394653, -2.276174545288086, 2.377865791320801, 7.2183003425598145, 11.823688507080078]",calm
"[-513.15625, 87.66751861572266, -21.979232788085938, 20.729806900024414, -0.4109007716178894, -9.614428520202637, -18.49696159362793, -12.102058410644531, -27.607341766357422, -2.213989734649658, -0.6230455040931702, -11.17736530303955, -3.6565375328063965, -14.560916900634766, -5.121784210205078, -0.9230907559394836, -16.778661727905273, -6.512967109680176, -2.9882936477661133, -10.694652557373047, -14.864158630371094, -1.9652347564697266, -17.22103500366211, -5.4334187507629395, -4.591092109680176, -7.202765464782715, -6.446429252624512, -4.109953880310059, -7.8536376953125, 0.5604579448699951, -2.287984609603882, 4.089530944824219, -0.1137297973036766, -1.8861973285675049, -11.568196296691895, -5.032388210296631, -1.7280343770980835, 10.552168846130371, 15.965741157531738, 21.124034881591797]",calm
"[-526.8473510742188, 44.15195083618164, -27.3573055267334, 5.452635765075684, -28.10572624206543, -14.882169723510742, -2.338371515274048, -23.121017456054688, -8.445415496826172, -5.894532203674316, -8.438851356506348, -12.379817008972168, -14.108766555786133, 4.8738789558410645, -4.2000651359558105, 5.555410861968994, 1.3731350898742676, 6.051784992218018, 7.2133307456970215, 9.176918983459473, 13.202628135681152, 13.835918426513672, 6.16014289855957, -7.822124004364014, -7.56065034866333, -2.221083402633667, -0.19258645176887512, 4.839781761169434, -7.783556938171387, -4.691320896148682, 5.38196325302124, 12.802987098693848, 1.5967475175857544, -3.9154021739959717, -6.909761905670166, -1.557295322418213, -5.431732654571533, 0.7618338465690613, 4.665403842926025, 9.978572845458984]",calm
"[-423.23638916015625, 61.01087951660156, -5.567788600921631, 19.49210548400879, 1.485559344291687, 1.6387935876846313, -13.621219635009766, -1.993569016456604, -5.6015944480896, -13.274373054504395, 8.629735946655273, -9.903545379638672, -6.198909282684326, 2.0700151920318604, -8.586294174194336, 0.9501199126243591, -7.908451080322266, -2.6711347103118896, 0.24779047071933746, -4.479182720184326, -5.91172456741333, 0.4566660225391388, -4.686016082763672, -4.344020366668701, -3.6593141555786133, -0.1255314201116562, -6.512471675872803, -1.3137317895889282, 0.5216066837310791, 5.508575439453125, 7.078124046325684, 8.4828462600708, 2.0941364765167236, 1.0924829244613647, -1.4611756801605225, 4.301896572113037, 5.6599040031433105, 14.41067123413086, 14.044625282287598, 16.13229751586914]",calm
"[-480.84381103515625, 28.461809158325195, -39.87229537963867, 6.585730075836182, -25.832674026489258, -23.30784034729004, -13.044191360473633, -35.63551330566406, -7.6566009521484375, -11.398433685302734, -14.70724868774414, -15.395233154296875, -15.412214279174805, 3.5085830688476562, -11.05790901184082, 6.905196666717529, 3.520073413848877, 4.639113426208496, 10.839066505432129, 15.448121070861816, 14.608593940734863, 17.51688575744629, 1.2437281608581543, -10.217397689819336, -13.531890869140625, -2.4172003269195557, -1.8786165714263916, -3.038163661956787, -12.524431228637695, -8.332551002502441, 9.647856712341309, 8.444345474243164, -3.186122179031372, -12.364182472229004, -7.1440863609313965, -2.405048131942749, -4.796886444091797, 1.1798255443572998, 7.429684638977051, 9.796005249023438]",calm
"[-567.2286987304688, 84.87187194824219, -19.95420265197754, 34.84972381591797, 12.246453285217285, -24.243236541748047, -19.368513107299805, -3.15307879447937, -11.982760429382324, -1.4023946523666382, -10.390764236450195, -4.052060127258301, -4.469569683074951, -5.009154796600342, -8.546395301818848, 1.1234668493270874, -10.987817764282227, -0.4692439138889313, -2.260619640350342, -4.834503650665283, -4.665539741516113, -5.3166351318359375, -4.838356018066406, -6.031994819641113, -1.747943639755249, -2.194333791732788, -3.603997230529785, -0.49026966094970703, -1.4485727548599243, 4.443613529205322, 4.848636627197266, 11.443267822265625, 5.025091171264648, 5.006746292114258, 1.6513805389404297, 0.9151792526245117, 0.9440756440162659, 6.476489543914795, 6.881361484527588, 13.05945110321045]",calm
"[-563.0709228515625, 43.23123550415039, -21.923870086669922, 3.4250404834747314, -9.505524635314941, -22.112863540649414, -5.295849323272705, -22.336606979370117, -8.351547241210938, -3.0297908782958984, -12.92824649810791, -10.52803897857666, -16.853729248046875, -1.7080590724945068, -11.954140663146973, -1.4445161819458008, 0.44250771403312683, 3.126338243484497, 7.628455638885498, 11.131233215332031, 16.615741729736328, 16.76056480407715, 8.292043685913086, 0.882731556892395, -12.32420539855957, 2.3763577938079834, -0.8052579164505005, 2.2505042552948, -6.966039180755615, -3.307640552520752, 3.123260736465454, 13.954508781433105, 3.9275081157684326, 1.0098986625671387, -3.8558855056762695, 1.5891971588134766, -0.8929436206817627, 2.3306400775909424, 9.04146671295166, 14.229711532592773]",calm
"[-601.4053955078125, 70.51749420166016, -3.5691065788269043, 19.207717895507812, 0.5602993369102478, -25.756072998046875, -13.784012794494629, -14.290911674499512, -7.326951503753662, -8.480005264282227, -10.158255577087402, -4.966420650482178, -8.250971794128418, -10.485624313354492, -5.088844299316406, -6.726600170135498, -14.548332214355469, -4.01487398147583, -9.841227531433105, -6.030038356781006, -11.794689178466797, -5.221561431884766, -9.037683486938477, -6.646281719207764, -5.577835559844971, -1.064685583114624, -9.963180541992188, 0.6678200364112854, -9.89622688293457, 0.28496551513671875, 2.503092050552368, 10.269875526428223, 6.990845203399658, 4.432178020477295, -4.270452976226807, -4.258458137512207, -1.2790571451187134, 12.581490516662598, 18.918155670166016, 22.923870086669922]",calm
